學年度,學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,總計,男生計,女生計,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別
103,2,國立清華大學,340303,經營管理碩士在職專班,N 職,M 碩士,83,40,43,19,21,18,20,3,1,0,1,0,0,0,0,0,0,0,0,18 新竹市,1 一般
103,2,國立清華大學,340310,國際專業管理碩士班,D 日,M 碩士,34,14,20,6,9,8,10,0,1,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
103,2,國立清華大學,340501,計量財務金融學系,D 日,M 碩士,48,22,26,12,12,8,12,2,2,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
103,2,國立清華大學,340501,計量財務金融學系,D 日,B 學士,230,90,140,14,32,22,40,27,29,24,35,0,0,0,0,0,0,3,4,18 新竹市,1 一般
103,2,國立清華大學,349901,科技管理研究所,D 日,D 博士,33,16,17,2,3,4,3,2,3,2,3,0,1,4,2,2,2,0,0,18 新竹市,1 一般
103,2,國立清華大學,349901,科技管理研究所,D 日,M 碩士,48,24,24,12,8,10,16,2,0,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
103,2,國立清華大學,349939,高階經營管理碩士在職專班,N 職,M 碩士,89,68,21,32,9,27,10,8,1,0,0,0,0,0,0,0,0,1,1,18 新竹市,1 一般
103,2,國立清華大學,349951,服務科學研究所,D 日,D 博士,3,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
103,2,國立清華大學,349951,服務科學研究所,D 日,M 碩士,51,17,34,9,13,4,16,4,5,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
103,2,國立清華大學,349996,科技管理學院學士班,D 日,B 學士,186,71,115,14,23,14,33,19,27,16,27,0,0,0,0,0,0,8,5,18 新竹市,1 一般
103,2,國立清華大學,380203,科技法律研究所,D 日,M 碩士,110,36,74,10,19,9,20,8,14,9,21,0,0,0,0,0,0,0,0,18 新竹市,1 一般
103,2,國立清華大學,420103,生命科學系,D 日,B 學士,223,122,101,25,23,25,23,32,24,33,28,0,0,0,0,0,0,7,3,18 新竹市,1 一般
103,2,國立清華大學,420302,生物科技研究所,D 日,D 博士,55,38,17,8,2,6,4,7,2,6,2,1,1,6,4,3,2,1,0,18 新竹市,1 一般
103,2,國立清華大學,420302,生物科技研究所,D 日,M 碩士,59,30,29,14,12,13,17,3,0,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
103,2,國立清華大學,420313,分子與細胞生物研究所,D 日,D 博士,34,24,10,1,1,4,2,3,1,4,4,5,2,3,0,4,0,0,0,18 新竹市,1 一般
103,2,國立清華大學,420313,分子與細胞生物研究所,D 日,M 碩士,47,28,19,13,5,10,9,5,5,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
103,2,國立清華大學,420605,生物資訊與結構生物研究所,D 日,D 博士,74,47,27,8,2,5,3,6,4,7,4,10,4,6,6,5,4,0,0,18 新竹市,1 一般
103,2,國立清華大學,420605,生物資訊與結構生物研究所,D 日,M 碩士,59,34,25,11,17,16,8,5,0,2,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
103,2,國立清華大學,429903,生命科學院學士班,D 日,B 學士,112,58,54,11,14,17,16,11,16,17,8,0,0,0,0,0,0,2,0,18 新竹市,1 一般
103,2,國立清華大學,429904,系統神經科學研究所,D 日,M 碩士,21,11,10,8,3,3,6,0,1,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
103,2,國立清華大學,440101,化學系,D 日,D 博士,189,144,45,21,9,28,6,25,7,29,7,24,6,13,8,4,2,0,0,18 新竹市,1 一般
103,2,國立清華大學,440101,化學系,D 日,M 碩士,173,113,60,58,26,43,30,10,3,2,1,0,0,0,0,0,0,0,0,18 新竹市,1 一般
103,2,國立清華大學,440101,化學系,D 日,B 學士,280,202,78,41,19,46,19,57,15,48,23,0,0,0,0,0,0,10,2,18 新竹市,1 一般
103,2,國立清華大學,440301,物理學系,D 日,D 博士,80,69,11,16,0,14,2,6,0,8,2,7,1,11,2,7,4,0,0,18 新竹市,1 一般
103,2,國立清華大學,440301,物理學系,D 日,M 碩士,130,107,23,48,11,43,8,13,3,3,1,0,0,0,0,0,0,0,0,18 新竹市,1 一般
103,2,國立清華大學,440301,物理學系,D 日,B 學士,287,251,36,63,9,54,11,64,7,57,7,0,0,0,0,0,0,13,2,18 新竹市,1 一般
103,2,國立清華大學,440601,天文研究所,D 日,D 博士,14,10,4,0,2,3,1,2,1,3,0,0,0,2,0,0,0,0,0,18 新竹市,1 一般
103,2,國立清華大學,440601,天文研究所,D 日,M 碩士,9,6,3,1,2,3,1,0,0,2,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
103,2,國立清華大學,449905,先進光源科技博士學位學程,D 日,D 博士,6,3,3,1,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,18 新竹市,1 一般
103,2,國立清華大學,449905,先進光源科技碩士學位學程,D 日,M 碩士,14,14,0,6,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
103,2,國立清華大學,449999,理學院學士班,D 日,B 學士,131,106,25,26,7,31,7,23,4,22,6,0,0,0,0,0,0,4,1,18 新竹市,1 一般
103,2,國立清華大學,460101,數學系,D 日,D 博士,18,17,1,3,0,1,0,5,1,0,0,4,0,2,0,2,0,0,0,18 新竹市,1 一般
103,2,國立清華大學,460101,數學系,D 日,M 碩士,54,50,4,21,0,16,4,13,0,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
103,2,國立清華大學,460101,數學系,D 日,B 學士,242,198,44,47,9,43,12,42,9,50,10,0,0,0,0,0,0,16,4,18 新竹市,1 一般
103,2,國立清華大學,460201,統計學研究所,D 日,D 博士,9,7,2,0,0,1,0,3,0,0,2,3,0,0,0,0,0,0,0,18 新竹市,1 一般
103,2,國立清華大學,460201,統計學研究所,D 日,M 碩士,50,40,10,21,4,17,5,2,1,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
103,2,國立清華大學,480401,資訊系統與應用研究所,D 日,D 博士,21,16,5,2,0,0,0,4,1,6,0,0,0,1,2,3,2,0,0,18 新竹市,1 一般
103,2,國立清華大學,480401,資訊系統與應用研究所,D 日,M 碩士,105,69,36,28,22,25,10,9,1,7,3,0,0,0,0,0,0,0,0,18 新竹市,1 一般
103,2,國立清華大學,520101,電機工程學系,D 日,D 博士,89,84,5,20,0,14,2,13,1,8,1,13,1,8,0,7,0,1,0,18 新竹市,1 一般
103,2,國立清華大學,520101,電機工程學系,D 日,M 碩士,350,297,53,116,17,111,22,56,9,14,5,0,0,0,0,0,0,0,0,18 新竹市,1 一般
103,2,國立清華大學,520101,電機工程學系,D 日,B 學士,452,377,75,87,15,100,21,87,17,89,20,0,0,0,0,0,0,14,2,18 新竹市,1 一般
103,2,國立清華大學,520103,電子工程研究所,D 日,D 博士,80,74,6,17,0,15,2,10,1,11,2,6,0,7,0,4,1,4,0,18 新竹市,1 一般
103,2,國立清華大學,520103,電子工程研究所,D 日,M 碩士,162,139,23,63,8,52,13,21,2,3,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
103,2,國立清華大學,520106,光電工程研究所,D 日,D 博士,37,34,3,3,0,10,0,5,1,4,0,5,0,6,1,1,1,0,0,18 新竹市,1 一般
103,2,國立清華大學,520106,光電工程研究所,D 日,M 碩士,111,90,21,37,8,34,7,15,6,4,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
103,2,國立清華大學,520114,資訊工程學系,D 日,D 博士,90,85,5,8,2,12,0,11,0,8,1,15,0,11,1,18,1,2,0,18 新竹市,1 一般
103,2,國立清華大學,520114,資訊工程學系,D 日,M 碩士,371,294,77,123,33,122,35,45,6,4,3,0,0,0,0,0,0,0,0,18 新竹市,1 一般
103,2,國立清華大學,520114,資訊工程學系,D 日,B 學士,534,418,116,104,22,101,30,104,21,89,40,0,0,0,0,0,0,20,3,18 新竹市,1 一般
103,2,國立清華大學,520126,通訊工程研究所,D 日,D 博士,20,19,1,2,0,1,0,1,0,4,0,3,0,5,1,3,0,0,0,18 新竹市,1 一般
103,2,國立清華大學,520126,通訊工程研究所,D 日,M 碩士,116,92,24,35,9,43,11,13,4,1,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
103,2,國立清華大學,520178,社群網路與人智計算國際研究生博士學位學程,D 日,D 博士,6,4,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
103,2,國立清華大學,520188,半導體元件及製程產業研發碩士專班,D 日,M 碩士,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
103,2,國立清華大學,520196,電機資訊學院學士班,D 日,B 學士,91,79,12,19,2,23,2,18,3,18,5,0,0,0,0,0,0,1,0,18 新竹市,1 一般
103,2,國立清華大學,520201,動力機械工程學系,D 日,D 博士,96,83,13,15,1,14,2,15,3,14,1,16,4,5,2,4,0,0,0,18 新竹市,1 一般
103,2,國立清華大學,520201,動力機械工程學系,D 日,M 碩士,264,217,47,105,23,103,22,9,1,0,1,0,0,0,0,0,0,0,0,18 新竹市,1 一般
103,2,國立清華大學,520201,動力機械工程學系,D 日,B 學士,440,401,39,85,11,94,14,106,5,105,7,0,0,0,0,0,0,11,2,18 新竹市,1 一般
103,2,國立清華大學,520401,化學工程學系,D 日,D 博士,113,94,19,22,7,15,3,16,3,18,3,9,1,6,2,5,0,3,0,18 新竹市,1 一般
103,2,國立清華大學,520401,化學工程學系,D 日,M 碩士,155,101,54,46,26,53,26,0,2,2,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
103,2,國立清華大學,520401,化學工程學系,D 日,B 學士,218,152,66,36,17,41,15,37,17,37,14,0,0,0,0,0,0,1,3,18 新竹市,1 一般
103,2,國立清華大學,520502,材料科學工程學系,D 日,D 博士,170,147,23,35,3,16,3,19,5,30,5,17,4,17,2,9,1,4,0,18 新竹市,1 一般
103,2,國立清華大學,520502,材料科學工程學系,D 日,M 碩士,242,187,55,84,28,72,25,29,2,2,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
103,2,國立清華大學,520502,材料科學工程學系,D 日,B 學士,431,317,114,67,28,76,22,75,33,86,28,0,0,0,0,0,0,13,3,18 新竹市,1 一般
103,2,國立清華大學,520518,奈米工程與微系統研究所,D 日,D 博士,51,44,7,7,2,9,1,4,1,11,0,4,2,1,0,8,1,0,0,18 新竹市,1 一般
103,2,國立清華大學,520518,奈米工程與微系統研究所,D 日,M 碩士,56,39,17,16,8,19,9,4,0,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
103,2,國立清華大學,520601,工業工程與工程管理學系,D 日,D 博士,70,59,11,8,2,6,3,12,1,6,1,8,1,6,1,7,2,6,0,18 新竹市,1 一般
103,2,國立清華大學,520601,工業工程與工程管理學系,D 日,M 碩士,202,110,92,54,41,40,46,6,2,2,0,0,0,0,0,0,0,8,3,18 新竹市,1 一般
103,2,國立清華大學,520601,工業工程與工程管理學系,D 日,B 學士,277,183,94,43,18,42,23,49,22,38,29,0,0,0,0,0,0,11,2,18 新竹市,1 一般
103,2,國立清華大學,520601,工業工程與工程管理學系碩士在職專班,N 職,M 碩士,88,67,21,24,5,17,9,12,3,9,1,0,0,0,0,0,0,5,3,18 新竹市,1 一般
103,2,國立清華大學,521104,生醫工程與環境科學系,D 日,D 博士,62,45,17,5,1,7,2,6,5,4,0,9,1,2,4,12,3,0,1,18 新竹市,1 一般
103,2,國立清華大學,521104,生醫工程與環境科學系,D 日,M 碩士,103,66,37,28,19,24,15,13,3,1,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
103,2,國立清華大學,521104,生醫工程與環境科學系,D 日,B 學士,186,119,67,25,18,31,17,31,14,26,17,0,0,0,0,0,0,6,1,18 新竹市,1 一般
103,2,國立清華大學,521108,生物醫學工程研究所,D 日,M 碩士,33,13,20,7,9,6,8,0,3,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
103,2,國立清華大學,521201,工程與系統科學系,D 日,D 博士,104,93,11,12,1,21,3,15,4,14,2,14,1,6,0,11,0,0,0,18 新竹市,1 一般
103,2,國立清華大學,521201,工程與系統科學系,D 日,M 碩士,165,136,29,67,12,55,17,14,0,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
103,2,國立清華大學,521201,工程與系統科學系,D 日,B 學士,433,356,77,81,18,94,18,89,17,80,24,0,0,0,0,0,0,12,0,18 新竹市,1 一般
103,2,國立清華大學,521202,核子工程與科學研究所,D 日,D 博士,41,33,8,5,2,5,1,0,1,9,0,9,3,2,1,3,0,0,0,18 新竹市,1 一般
103,2,國立清華大學,521202,核子工程與科學研究所,D 日,M 碩士,46,32,14,17,7,14,6,1,1,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
103,2,國立清華大學,521399,原子科學院學士班,D 日,B 學士,77,60,17,12,6,14,4,15,4,16,3,0,0,0,0,0,0,3,0,18 新竹市,1 一般
103,2,國立清華大學,529999,工學院學士班,D 日,B 學士,116,77,39,21,11,18,9,22,8,12,11,0,0,0,0,0,0,4,0,18 新竹市,1 一般
103,2,國立清華大學,720107,分子醫學研究所,D 日,D 博士,52,23,29,2,6,1,0,5,0,2,3,2,8,6,7,5,5,0,0,18 新竹市,1 一般
103,2,國立清華大學,720107,分子醫學研究所,D 日,M 碩士,34,17,17,8,8,4,7,4,2,1,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
103,2,國立清華大學,720117,醫學科學系,D 日,B 學士,71,29,42,8,9,9,8,7,10,3,14,0,0,0,0,0,0,2,1,18 新竹市,1 一般
103,2,國立清華大學,990199,不分系招生,D 日,B 學士,35,20,15,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
103,3,國立臺灣大學,140203,華語教學碩士學位學程,D 日,M 碩士,39,3,36,0,16,0,9,2,7,1,4,0,0,0,0,0,0,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,210401,音樂學研究所,D 日,M 碩士,35,11,24,2,9,0,5,7,3,2,7,0,0,0,0,0,0,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,210501,戲劇學系,D 日,D 博士,3,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,210501,戲劇學系,D 日,M 碩士,42,12,30,3,9,4,4,2,4,3,13,0,0,0,0,0,0,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,210501,戲劇學系,D 日,B 學士,170,75,95,16,18,19,25,14,18,11,17,0,0,0,0,0,0,15,17,30 臺北市,1 一般
103,3,國立臺灣大學,210703,藝術史研究所,D 日,D 博士,5,3,2,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,210703,藝術史研究所,D 日,M 碩士,40,7,33,0,11,0,5,2,9,5,8,0,0,0,0,0,0,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,220101,臺灣文學研究所,D 日,D 博士,13,7,6,2,1,1,1,2,1,2,2,0,1,0,0,0,0,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,220101,臺灣文學研究所,D 日,M 碩士,44,24,20,5,8,7,5,9,4,3,3,0,0,0,0,0,0,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,220201,中國文學系,D 日,D 博士,59,28,31,7,2,8,2,2,3,6,8,2,5,1,6,2,5,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,220201,中國文學系,D 日,M 碩士,98,38,60,6,20,11,13,9,12,12,15,0,0,0,0,0,0,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,220201,中國文學系國際學生學士班,D 日,B 學士,59,15,44,4,16,2,8,4,7,4,12,0,0,0,0,0,0,1,1,30 臺北市,1 一般
103,3,國立臺灣大學,220201,中國文學系,D 日,B 學士,266,78,188,17,40,15,49,17,45,19,34,0,0,0,0,0,0,10,20,30 臺北市,1 一般
103,3,國立臺灣大學,220201,中國文學系,P 進,B 學士,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,30 臺北市,1 一般
103,3,國立臺灣大學,220301,外國語文學系,D 日,D 博士,27,12,15,2,2,1,1,0,1,3,2,4,3,1,1,1,5,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,220301,外國語文學系,D 日,M 碩士,59,17,42,5,12,6,11,5,8,1,11,0,0,0,0,0,0,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,220301,外國語文學系,D 日,B 學士,571,130,441,24,96,34,96,24,100,32,101,0,0,0,0,0,0,16,48,30 臺北市,1 一般
103,3,國立臺灣大學,220301,外國語文學系,P 進,B 學士,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30 臺北市,1 一般
103,3,國立臺灣大學,220320,日本語文學系,D 日,M 碩士,49,8,41,3,9,2,8,2,11,1,13,0,0,0,0,0,0,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,220320,日本語文學系,D 日,B 學士,249,60,189,6,46,18,41,14,45,14,37,0,0,0,0,0,0,8,20,30 臺北市,1 一般
103,3,國立臺灣大學,220501,翻譯碩士學位學程,D 日,M 碩士,29,8,21,6,11,2,5,0,5,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,220701,語言學研究所,D 日,D 博士,10,4,6,0,1,1,1,0,1,2,0,1,0,0,2,0,1,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,220701,語言學研究所,D 日,M 碩士,30,9,21,2,5,2,8,4,8,1,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,220901,歷史學系,D 日,D 博士,52,31,21,8,1,5,3,3,6,2,2,4,1,4,3,5,5,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,220901,歷史學系,D 日,M 碩士,72,50,22,13,6,11,4,15,6,11,6,0,0,0,0,0,0,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,220901,歷史學系,D 日,B 學士,262,110,152,24,33,28,33,30,29,18,39,0,0,0,0,0,0,10,18,30 臺北市,1 一般
103,3,國立臺灣大學,220901,歷史學系,P 進,B 學士,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30 臺北市,1 一般
103,3,國立臺灣大學,221001,人類學系,D 日,D 博士,19,12,7,2,1,3,0,1,0,2,1,0,3,3,0,1,2,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,221001,人類學系,D 日,M 碩士,32,12,20,3,6,2,5,5,5,2,4,0,0,0,0,0,0,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,221001,人類學系,D 日,B 學士,148,56,92,19,24,11,21,10,21,10,17,0,0,0,0,0,0,6,9,30 臺北市,1 一般
103,3,國立臺灣大學,221101,哲學系,D 日,D 博士,37,22,15,3,2,3,1,4,2,3,3,2,2,5,4,2,1,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,221101,哲學系,D 日,M 碩士,45,28,17,10,8,8,1,5,4,5,4,0,0,0,0,0,0,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,221101,哲學系,D 日,B 學士,174,84,90,20,24,15,25,21,16,18,12,0,0,0,0,0,0,10,13,30 臺北市,1 一般
103,3,國立臺灣大學,310101,經濟學系,D 日,D 博士,30,17,13,4,5,2,1,2,1,3,0,1,2,5,1,0,3,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,310101,經濟學系,D 日,M 碩士,107,87,20,40,9,31,8,12,3,4,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,310101,經濟學系,D 日,B 學士,596,309,287,62,59,73,64,73,69,65,74,0,0,0,0,0,0,36,21,30 臺北市,1 一般
103,3,國立臺灣大學,310101,經濟學系,N 職,M 碩士,76,38,38,13,13,14,13,10,9,0,2,1,1,0,0,0,0,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,310201,政治學系,D 日,D 博士,38,25,13,4,2,3,4,6,2,2,0,3,2,3,1,4,2,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,310201,政治學系,D 日,M 碩士,163,74,89,27,20,15,28,21,20,11,21,0,0,0,0,0,0,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,310201,政治學系政治理論組,D 日,B 學士,247,115,132,27,24,29,26,20,34,25,33,0,0,0,0,0,0,14,15,30 臺北市,1 一般
103,3,國立臺灣大學,310201,政治學系國際關係組,D 日,B 學士,301,106,195,29,32,21,53,22,45,25,57,0,0,0,0,0,0,9,8,30 臺北市,1 一般
103,3,國立臺灣大學,310201,政治學系公共行政組,D 日,B 學士,241,94,147,18,35,22,39,27,29,23,33,0,0,0,0,0,0,4,11,30 臺北市,1 一般
103,3,國立臺灣大學,310201,政治學系,N 職,M 碩士,73,32,41,12,16,12,16,4,3,2,4,0,0,2,2,0,0,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,310301,社會學系,D 日,D 博士,13,6,7,0,2,1,0,0,0,1,2,0,0,2,1,2,2,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,310301,社會學系,D 日,M 碩士,54,25,29,8,6,6,7,3,8,8,8,0,0,0,0,0,0,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,310301,社會學系,D 日,B 學士,206,66,140,16,31,12,33,13,32,16,36,0,0,0,0,0,0,9,8,30 臺北市,1 一般
103,3,國立臺灣大學,310501,心理學系    臨床心理學組,D 日,D 博士,13,2,11,0,1,0,0,0,1,0,1,1,3,1,2,0,3,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,310501,心理學系    一般心理學組,D 日,D 博士,39,17,22,3,0,2,5,4,3,3,3,3,4,1,3,1,4,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,310501,心理學系    臨床心理學組,D 日,M 碩士,46,17,29,3,8,3,7,7,6,4,8,0,0,0,0,0,0,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,310501,心理學系    一般心理學組,D 日,M 碩士,79,43,36,20,6,10,15,10,11,3,4,0,0,0,0,0,0,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,310501,心理學系,D 日,B 學士,266,132,134,22,31,28,35,28,31,40,30,0,0,0,0,0,0,14,7,30 臺北市,1 一般
103,3,國立臺灣大學,310602,地理環境資源學系,D 日,D 博士,27,18,9,3,1,2,1,2,4,7,2,2,1,1,0,1,0,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,310602,地理環境資源學系,D 日,M 碩士,57,35,22,13,9,15,9,5,4,2,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,310602,地理環境資源學系,D 日,B 學士,155,101,54,26,15,17,14,27,10,24,10,0,0,0,0,0,0,7,5,30 臺北市,1 一般
103,3,國立臺灣大學,310602,地理環境資源學系,N 職,M 碩士,4,1,3,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,310808,公共事務研究所,D 日,M 碩士,15,5,10,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,311002,國家發展研究所,D 日,D 博士,80,55,25,8,5,8,3,5,2,10,4,8,2,8,7,8,2,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,311002,國家發展研究所,D 日,M 碩士,232,132,100,44,27,34,25,29,27,25,21,0,0,0,0,0,0,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,311002,國家發展研究所,N 職,M 碩士,75,41,34,13,13,13,12,10,6,1,1,0,1,4,1,0,0,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,320201,新聞研究所,D 日,M 碩士,92,27,65,7,19,9,13,2,19,9,14,0,0,0,0,0,0,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,320602,圖書資訊學系,D 日,D 博士,20,4,16,2,3,0,0,0,2,1,0,0,4,0,3,1,4,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,320602,圖書資訊學系,D 日,M 碩士,78,11,67,3,16,4,18,1,19,3,14,0,0,0,0,0,0,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,320602,圖書資訊學系,D 日,B 學士,201,43,158,10,42,11,39,10,32,9,35,0,0,0,0,0,0,3,10,30 臺北市,1 一般
103,3,國立臺灣大學,320602,圖書資訊學系,N 職,M 碩士,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,340101,商學研究所,D 日,D 博士,30,18,12,3,3,3,1,5,3,3,2,2,2,2,1,0,0,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,340101,商學研究所,D 日,M 碩士,137,75,62,33,27,32,24,8,11,2,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,340201,會計學系,D 日,D 博士,30,14,16,2,2,1,4,2,1,2,1,5,4,1,3,1,1,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,340201,會計學系,D 日,M 碩士,117,48,69,18,34,23,23,6,9,1,3,0,0,0,0,0,0,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,340201,會計學系,D 日,B 學士,515,188,327,43,76,45,83,48,76,39,81,0,0,0,0,0,0,13,11,30 臺北市,1 一般
103,3,國立臺灣大學,340301,企業管理學系,P 進,B 學士,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30 臺北市,1 一般
103,3,國立臺灣大學,340302,工商管理學系企業管理組,D 日,B 學士,306,111,195,10,50,30,43,31,47,28,41,0,0,0,0,0,0,12,14,30 臺北市,1 一般
103,3,國立臺灣大學,340302,工商管理學系科技管理組,D 日,B 學士,145,85,60,21,16,21,10,14,17,19,12,0,0,0,0,0,0,10,5,30 臺北市,1 一般
103,3,國立臺灣大學,340307,國際企業學系,D 日,D 博士,71,35,36,6,7,3,7,7,2,5,6,3,3,5,4,6,7,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,340307,國際企業學系,D 日,M 碩士,148,81,67,32,29,40,27,6,11,3,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,340307,國際企業學系,D 日,B 學士,402,157,245,32,60,38,56,39,57,35,57,0,0,0,0,0,0,13,15,30 臺北市,1 一般
103,3,國立臺灣大學,340501,財務金融學系,D 日,D 博士,26,13,13,5,1,1,5,1,0,3,2,3,2,0,3,0,0,0,0,30 臺北市,1 一般
103,3,國立臺灣大學,340501,財務金融學系,D 日,M 碩士,145,72,73,33,34,29,31,8,8,2,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
