學年度,學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,總計,男生計,女生計,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別
104,1048,亞洲大學,230201,視覺傳達設計學系,D 日,B 學士,511,111,400,19,101,29,100,30,86,24,97,0,0,0,0,0,0,9,16,06 臺中市,1 一般
104,1048,亞洲大學,230203,數位媒體設計學系,D 日,D 博士,35,24,11,8,1,4,4,3,3,4,1,3,0,2,2,0,0,0,0,06 臺中市,1 一般
104,1048,亞洲大學,230203,數位媒體設計學系,D 日,M 碩士,26,14,12,5,5,3,4,5,2,1,1,0,0,0,0,0,0,0,0,06 臺中市,1 一般
104,1048,亞洲大學,230203,數位媒體設計學系,D 日,B 學士,509,217,292,48,75,39,80,55,63,52,67,0,0,0,0,0,0,23,7,06 臺中市,1 一般
104,1048,亞洲大學,230309,創意商品設計學系,D 日,M 碩士,26,14,12,10,6,3,6,1,0,0,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
104,1048,亞洲大學,230309,創意商品設計學系,D 日,B 學士,499,191,308,50,78,47,71,42,74,39,80,0,0,0,0,0,0,13,5,06 臺中市,1 一般
104,1048,亞洲大學,230309,創意商品設計學系,P 進,B 學士,182,102,80,25,27,29,27,20,12,21,12,0,0,0,0,0,0,7,2,06 臺中市,1 一般
104,1048,亞洲大學,230401,室內設計學系,D 日,B 學士,148,71,77,25,27,23,30,23,20,0,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
104,1048,亞洲大學,310501,心理學系,D 日,M 碩士,98,39,59,11,24,10,19,10,9,8,7,0,0,0,0,0,0,0,0,06 臺中市,1 一般
104,1048,亞洲大學,310501,心理學系,D 日,B 學士,535,182,353,45,84,40,88,41,87,44,86,0,0,0,0,0,0,12,8,06 臺中市,1 一般
104,1048,亞洲大學,320105,資訊傳播學系,D 日,M 碩士,13,4,9,1,7,1,2,2,0,0,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
104,1048,亞洲大學,320105,資訊傳播學系,D 日,B 學士,491,208,283,34,79,56,70,53,70,53,60,0,0,0,0,0,0,12,4,06 臺中市,1 一般
104,1048,亞洲大學,340201,會計與資訊學系,D 日,M 碩士,14,8,6,2,5,3,0,2,1,1,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
104,1048,亞洲大學,340201,會計與資訊學系,D 日,B 學士,280,107,173,23,45,23,46,27,36,24,40,0,0,0,0,0,0,10,6,06 臺中市,1 一般
104,1048,亞洲大學,340303,經營管理學系,D 日,D 博士,62,32,30,10,7,9,6,4,5,6,6,2,4,0,2,1,0,0,0,06 臺中市,1 一般
104,1048,亞洲大學,340303,經營管理學系,D 日,M 碩士,35,17,18,10,9,4,8,1,0,2,1,0,0,0,0,0,0,0,0,06 臺中市,1 一般
104,1048,亞洲大學,340303,經營管理學系,D 日,B 學士,455,254,201,50,52,67,47,63,44,62,54,0,0,0,0,0,0,12,4,06 臺中市,1 一般
104,1048,亞洲大學,340303,經營管理學系,N 職,M 碩士,121,56,65,28,31,27,31,0,2,1,1,0,0,0,0,0,0,0,0,06 臺中市,1 一般
104,1048,亞洲大學,340307,國際企業學系,D 日,M 碩士,37,18,19,7,8,7,9,2,1,2,1,0,0,0,0,0,0,0,0,06 臺中市,1 一般
104,1048,亞洲大學,340307,國際企業學系,D 日,B 學士,454,192,262,42,62,47,60,44,64,50,67,0,0,0,0,0,0,9,9,06 臺中市,1 一般
104,1048,亞洲大學,340307,國際企業學系,N 職,M 碩士,56,18,38,11,15,7,23,0,0,0,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
104,1048,亞洲大學,340307,國際企業學系,P 進,B 學士,116,69,47,0,0,23,17,21,10,21,12,0,0,0,0,0,0,4,8,06 臺中市,1 一般
104,1048,亞洲大學,340501,財務金融學系,D 日,M 碩士,21,10,11,3,8,4,2,3,0,0,1,0,0,0,0,0,0,0,0,06 臺中市,1 一般
104,1048,亞洲大學,340501,財務金融學系,D 日,B 學士,497,277,220,54,43,39,57,73,61,87,58,0,0,0,0,0,0,24,1,06 臺中市,1 一般
104,1048,亞洲大學,340501,財務金融學系,N 職,M 碩士,46,21,25,18,18,3,7,0,0,0,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
104,1048,亞洲大學,340501,財務金融學系,P 進,B 學士,54,44,10,0,0,0,0,16,5,21,4,0,0,0,0,0,0,7,1,06 臺中市,1 一般
104,1048,亞洲大學,340531,國際財務金融管理學士學位學程,D 日,B 學士,17,7,10,1,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
104,1048,亞洲大學,340905,健康產業管理學系,D 日,D 博士,23,8,15,0,4,2,3,2,4,0,2,2,1,1,0,1,1,0,0,06 臺中市,1 一般
104,1048,亞洲大學,340905,健康產業管理學系,D 日,M 碩士,44,18,26,7,13,8,10,3,1,0,2,0,0,0,0,0,0,0,0,06 臺中市,1 一般
104,1048,亞洲大學,340905,健康產業管理學系,D 日,B 學士,428,128,300,23,78,33,70,27,75,33,74,0,0,0,0,0,0,12,3,06 臺中市,1 一般
104,1048,亞洲大學,340905,健康產業管理學系,N 職,M 碩士,53,14,39,7,16,5,19,2,3,0,1,0,0,0,0,0,0,0,0,06 臺中市,1 一般
104,1048,亞洲大學,349999,管理學院進修學士學位學程,P 進,B 學士,149,101,48,101,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
104,1048,亞洲大學,380201,財經法律學系,D 日,M 碩士,24,15,9,11,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
104,1048,亞洲大學,380201,財經法律學系,D 日,B 學士,486,274,212,62,46,64,48,63,51,64,57,0,0,0,0,0,0,21,10,06 臺中市,1 一般
104,1048,亞洲大學,420302,生物科技學系,D 日,M 碩士,22,13,9,5,5,5,3,3,1,0,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
104,1048,亞洲大學,420302,生物科技學系,D 日,B 學士,402,247,155,51,42,66,38,57,39,57,36,0,0,0,0,0,0,16,0,06 臺中市,1 一般
104,1048,亞洲大學,420606,生物與醫學資訊學系,D 日,D 博士,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
104,1048,亞洲大學,420606,生物與醫學資訊學系,N 職,M 碩士,4,3,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
104,1048,亞洲大學,480533,行動商務與多媒體應用學系,D 日,M 碩士,28,20,8,11,2,3,4,5,2,1,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
104,1048,亞洲大學,480533,行動商務與多媒體應用學系,D 日,B 學士,430,241,189,50,56,61,52,62,37,57,38,0,0,0,0,0,0,11,6,06 臺中市,1 一般
104,1048,亞洲大學,520114,資訊工程學系,D 日,D 博士,20,15,5,2,1,3,1,3,1,4,1,1,0,0,0,2,1,0,0,06 臺中市,1 一般
104,1048,亞洲大學,520114,資訊工程學系,D 日,M 碩士,36,32,4,15,4,11,0,3,0,3,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
104,1048,亞洲大學,520114,資訊工程學系,D 日,B 學士,367,332,35,83,11,79,10,72,8,80,5,0,0,0,0,0,0,18,1,06 臺中市,1 一般
104,1048,亞洲大學,520114,資訊工程學系,N 職,M 碩士,74,24,50,10,21,11,28,1,1,2,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
104,1048,亞洲大學,520126,光電與通訊學系,D 日,M 碩士,11,11,0,7,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
104,1048,亞洲大學,520126,光電與通訊學系,D 日,B 學士,196,187,9,43,5,44,3,43,1,48,0,0,0,0,0,0,0,9,0,06 臺中市,1 一般
104,1048,亞洲大學,520126,光電與通訊學系,N 職,M 碩士,20,17,3,13,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
104,1048,亞洲大學,521119,生物資訊與醫學工程學系,D 日,D 博士,18,12,6,2,0,3,0,1,1,2,1,2,3,2,0,0,1,0,0,06 臺中市,1 一般
104,1048,亞洲大學,521119,生物資訊與醫學工程學系,D 日,M 碩士,11,10,1,6,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
104,1048,亞洲大學,521119,生物資訊與醫學工程學系,D 日,B 學士,152,87,65,26,13,15,20,22,15,18,17,0,0,0,0,0,0,6,0,06 臺中市,1 一般
104,1048,亞洲大學,521119,生物資訊與醫學工程學系,N 職,M 碩士,27,11,16,5,10,5,6,1,0,0,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
104,1048,亞洲大學,620616,保健營養生技學系,D 日,M 碩士,23,12,11,5,4,4,6,3,1,0,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
104,1048,亞洲大學,620616,保健營養生技學系,D 日,B 學士,441,101,340,23,82,23,88,24,84,27,82,0,0,0,0,0,0,4,4,06 臺中市,1 一般
104,1048,亞洲大學,620616,保健營養生技學系,P 進,B 學士,331,152,179,32,52,29,46,32,37,37,33,0,0,0,0,0,0,22,11,06 臺中市,1 一般
104,1048,亞洲大學,720601,護理學系,D 日,B 學士,150,25,125,15,88,10,37,0,0,0,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
104,1048,亞洲大學,720713,視光學系,D 日,B 學士,42,20,22,20,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
104,1048,亞洲大學,760301,社會工作學系,D 日,M 碩士,43,10,33,3,10,2,9,2,8,3,6,0,0,0,0,0,0,0,0,06 臺中市,1 一般
104,1048,亞洲大學,760301,社會工作學系,D 日,B 學士,509,161,348,41,84,45,83,35,88,35,85,0,0,0,0,0,0,5,8,06 臺中市,1 一般
104,1048,亞洲大學,760301,社會工作學系,P 進,B 學士,143,34,109,5,32,8,27,12,28,5,15,0,0,0,0,0,0,4,7,06 臺中市,1 一般
104,1048,亞洲大學,810210,休閒與遊憩管理學系,D 日,M 碩士,49,20,29,9,17,7,11,0,1,4,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
104,1048,亞洲大學,810210,休閒與遊憩管理學系,D 日,B 學士,517,194,323,51,80,47,81,41,84,49,71,0,0,0,0,0,0,6,7,06 臺中市,1 一般
104,1048,亞洲大學,810210,休閒與遊憩管理學系,N 職,M 碩士,94,25,69,12,37,11,29,1,3,1,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
104,1048,亞洲大學,810210,休閒與遊憩管理學系,P 進,B 學士,332,191,141,0,1,50,46,66,38,55,50,0,0,0,0,0,0,20,6,06 臺中市,1 一般
104,1049,開南大學,210617,創意產業與數位電影學士學位學程,D 日,B 學士,272,123,149,14,47,26,33,33,27,35,31,0,0,0,0,0,0,15,11,03 桃園市,1 一般
104,1049,開南大學,220204,應用華語學系,D 日,M 碩士,11,5,6,1,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
104,1049,開南大學,220204,應用華語學系,D 日,B 學士,239,98,141,33,58,26,37,4,13,17,19,0,0,0,0,0,0,18,14,03 桃園市,1 一般
104,1049,開南大學,220312,應用英語學系,D 日,M 碩士,19,7,12,2,5,2,2,2,3,1,2,0,0,0,0,0,0,0,0,03 桃園市,1 一般
104,1049,開南大學,220312,應用英語學系,D 日,B 學士,402,139,263,27,54,38,53,31,59,26,84,0,0,0,0,0,0,17,13,03 桃園市,1 一般
104,1049,開南大學,220312,應用英語學系,P 進,B 學士,134,55,79,16,14,6,18,13,18,16,24,0,0,0,0,0,0,4,5,03 桃園市,1 一般
104,1049,開南大學,220321,應用日語學系,D 日,M 碩士,22,5,17,2,8,1,4,2,3,0,2,0,0,0,0,0,0,0,0,03 桃園市,1 一般
104,1049,開南大學,220321,應用日語學系,D 日,B 學士,519,241,278,44,62,53,70,66,57,56,67,0,0,0,0,0,0,22,22,03 桃園市,1 一般
104,1049,開南大學,220321,應用日語學系,P 進,B 學士,146,66,80,19,24,16,20,11,18,12,14,0,0,0,0,0,0,8,4,03 桃園市,1 一般
104,1049,開南大學,230147,數位空間與商品設計學士學位學程,D 日,B 學士,36,14,22,14,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
104,1049,開南大學,310808,公共事務管理學系,D 日,M 碩士,17,12,5,2,0,2,2,3,2,5,1,0,0,0,0,0,0,0,0,03 桃園市,1 一般
104,1049,開南大學,310808,公共事務管理學系,D 日,B 學士,218,96,122,16,33,28,30,18,29,28,29,0,0,0,0,0,0,6,1,03 桃園市,1 一般
104,1049,開南大學,310808,公共事務管理學系原住民專班,D 日,B 學士,32,13,19,5,11,4,6,4,2,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
104,1049,開南大學,310808,人文社會學院公共管理碩士在職專班,N 職,M 碩士,75,35,40,11,12,13,25,5,2,3,1,0,0,0,0,0,0,3,0,03 桃園市,1 一般
104,1049,開南大學,310808,公共事務管理學系,N 職,M 碩士,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,03 桃園市,1 一般
104,1049,開南大學,320105,資訊傳播學系,D 日,M 碩士,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
104,1049,開南大學,320105,資訊傳播學系,D 日,B 學士,367,184,183,32,40,28,45,45,40,44,46,0,0,0,0,0,0,35,12,03 桃園市,1 一般
104,1049,開南大學,340201,會計學系,D 日,M 碩士,7,6,1,0,0,2,1,3,0,1,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
104,1049,開南大學,340201,會計學系,D 日,B 學士,184,102,82,19,25,24,24,25,13,25,19,0,0,0,0,0,0,9,1,03 桃園市,1 一般
104,1049,開南大學,340307,國際企業學系,D 日,M 碩士,13,9,4,0,0,6,2,2,0,1,2,0,0,0,0,0,0,0,0,03 桃園市,1 一般
104,1049,開南大學,340307,國際企業學系,D 日,B 學士,353,202,151,41,36,46,32,46,39,50,37,0,0,0,0,0,0,19,7,03 桃園市,1 一般
104,1049,開南大學,340307,國際企業學系,P 進,B 學士,32,21,11,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
104,1049,開南大學,340321,企業與創業管理學系,D 日,M 碩士,10,8,2,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
104,1049,開南大學,340321,企業與創業管理學系,D 日,B 學士,382,241,141,45,24,54,25,47,52,71,36,0,0,0,0,0,0,24,4,03 桃園市,1 一般
104,1049,開南大學,340321,企業與創業管理學系,P 進,B 學士,253,131,122,13,16,34,44,55,43,20,17,0,0,0,0,0,0,9,2,03 桃園市,1 一般
104,1049,開南大學,340501,財務金融學系,D 日,M 碩士,6,5,1,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
104,1049,開南大學,340501,財務金融學系,D 日,B 學士,488,275,213,51,36,41,36,66,47,66,54,0,0,0,0,0,0,51,40,03 桃園市,1 一般
104,1049,開南大學,340501,財務金融學系,P 進,B 學士,60,27,33,0,0,0,0,8,9,16,19,0,0,0,0,0,0,3,5,03 桃園市,1 一般
104,1049,開南大學,340801,行銷學系,D 日,B 學士,292,139,153,22,40,31,32,31,33,34,40,0,0,0,0,0,0,21,8,03 桃園市,1 一般
104,1049,開南大學,340905,健康產業管理學系,D 日,B 學士,173,75,98,20,19,20,19,11,27,18,26,0,0,0,0,0,0,6,7,03 桃園市,1 一般
104,1049,開南大學,349982,多媒體與行動商務學系,D 日,M 碩士,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
104,1049,開南大學,349982,多媒體與行動商務學系,D 日,B 學士,187,129,58,26,15,21,19,33,9,37,13,0,0,0,0,0,0,12,2,03 桃園市,1 一般
104,1049,開南大學,349982,多媒體與行動商務學系,P 進,B 學士,30,21,9,0,0,0,0,11,5,8,4,0,0,0,0,0,0,2,0,03 桃園市,1 一般
104,1049,開南大學,349998,商學院碩士班,D 日,M 碩士,14,11,3,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
104,1049,開南大學,349998,商學院國際榮譽學士學位學程,D 日,B 學士,78,37,41,9,13,8,15,13,8,7,5,0,0,0,0,0,0,0,0,03 桃園市,1 一般
104,1049,開南大學,349998,商學院碩士在職專班,N 職,M 碩士,113,61,52,28,31,21,20,6,0,2,0,0,0,0,0,0,0,4,1,03 桃園市,1 一般
104,1049,開南大學,380101,法律學系,D 日,M 碩士,45,31,14,9,6,10,1,5,5,7,2,0,0,0,0,0,0,0,0,03 桃園市,1 一般
104,1049,開南大學,380101,法律學系,D 日,B 學士,429,253,176,59,33,53,44,49,41,59,50,0,0,0,0,0,0,33,8,03 桃園市,1 一般
104,1049,開南大學,380101,人文社會學院法律碩士在職專班,N 職,M 碩士,13,8,5,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
104,1049,開南大學,480109,資訊管理學系,D 日,M 碩士,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
104,1049,開南大學,480109,資訊管理學系,D 日,B 學士,433,337,96,81,27,73,18,71,21,92,30,0,0,0,0,0,0,20,0,03 桃園市,1 一般
104,1049,開南大學,480109,資訊管理學系,N 職,M 碩士,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,03 桃園市,1 一般
104,1049,開南大學,480109,資訊管理學系,P 進,B 學士,39,26,13,0,0,0,0,10,6,13,5,0,0,0,0,0,0,3,2,03 桃園市,1 一般
104,1049,開南大學,520199,資訊學院碩士班,D 日,M 碩士,23,18,5,9,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
104,1049,開南大學,520199,資訊學院碩士在職專班,N 職,M 碩士,34,21,13,9,2,10,10,0,1,1,0,0,0,0,0,0,0,1,0,03 桃園市,1 一般
104,1049,開南大學,520199,資訊學院進修學士班,P 進,B 學士,75,54,21,30,13,24,8,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
104,1049,開南大學,720504,保健營養學系,D 日,B 學士,234,87,147,19,32,24,33,21,39,21,39,0,0,0,0,0,0,2,4,03 桃園市,1 一般
104,1049,開南大學,729908,養生與健康行銷學系,D 日,B 學士,356,136,220,31,50,43,56,34,49,17,58,0,0,0,0,0,0,11,7,03 桃園市,1 一般
104,1049,開南大學,810205,觀光與餐飲旅館學系,D 日,M 碩士,10,5,5,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,03 桃園市,1 一般
104,1049,開南大學,810205,觀光與餐飲旅館學系,D 日,B 學士,851,374,477,74,106,93,118,81,117,78,116,0,0,0,0,0,0,48,20,03 桃園市,1 一般
104,1049,開南大學,810205,觀光與餐飲旅館學系,P 進,B 學士,210,113,97,0,0,24,27,34,26,42,29,0,0,0,0,0,0,13,15,03 桃園市,1 一般
104,1049,開南大學,810299,觀光運輸學院碩士班,D 日,M 碩士,44,16,28,12,14,4,14,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
104,1049,開南大學,810299,觀光運輸學院碩士在職專班,N 職,M 碩士,128,64,64,27,33,22,25,8,5,6,0,0,0,0,0,0,0,1,1,03 桃園市,1 一般
104,1049,開南大學,810299,觀光運輸學院進修學士班,P 進,B 學士,132,71,61,71,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
104,1049,開南大學,810508,休閒事業管理學系,D 日,B 學士,289,148,141,22,27,29,28,34,24,56,54,0,0,0,0,0,0,7,8,03 桃園市,1 一般
104,1049,開南大學,810609,形象與健康管理學士學位學程,D 日,B 學士,39,7,32,7,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
104,1049,開南大學,840102,運輸科技與管理學系,D 日,B 學士,166,110,56,30,16,21,11,26,11,22,17,0,0,0,0,0,0,11,1,03 桃園市,1 一般
104,1049,開南大學,840108,物流與航運管理學系,D 日,M 碩士,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
104,1049,開南大學,840108,物流與航運管理學系,D 日,B 學士,244,120,124,26,23,20,23,30,28,39,40,0,0,0,0,0,0,5,10,03 桃園市,1 一般
104,1049,開南大學,840108,物流與航運管理學系,P 進,B 學士,55,39,16,0,0,19,7,11,5,8,4,0,0,0,0,0,0,1,0,03 桃園市,1 一般
104,1049,開南大學,840203,空運管理學系,D 日,M 碩士,9,6,3,0,0,0,0,5,1,1,2,0,0,0,0,0,0,0,0,03 桃園市,1 一般
104,1049,開南大學,840203,空運管理學系,D 日,B 學士,384,151,233,40,53,32,66,33,46,36,63,0,0,0,0,0,0,10,5,03 桃園市,1 一般
104,1049,開南大學,840203,空運管理學系,N 職,M 碩士,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,03 桃園市,1 一般
104,1049,開南大學,840203,空運管理學系,P 進,B 學士,73,43,30,0,0,16,10,11,13,12,6,0,0,0,0,0,0,4,1,03 桃園市,1 一般
104,1050,佛光大學,210701,藝術學研究所,D 日,M 碩士,19,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,02 宜蘭縣,1 一般
104,1050,佛光大學,220213,中國文學與應用學系,D 日,D 博士,36,24,12,4,2,5,2,3,5,2,1,2,1,5,1,3,0,0,0,02 宜蘭縣,1 一般
104,1050,佛光大學,220213,中國文學與應用學系,D 日,M 碩士,22,8,14,2,3,2,4,1,2,3,5,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
104,1050,佛光大學,220213,中國文學與應用學系,D 日,B 學士,139,55,84,16,23,16,14,12,21,5,21,0,0,0,0,0,0,6,5,02 宜蘭縣,1 一般
104,1050,佛光大學,220213,中國文學與應用學系,N 職,M 碩士,34,10,24,3,3,3,8,2,5,2,5,0,0,0,0,0,0,0,3,02 宜蘭縣,1 一般
104,1050,佛光大學,220301,外國語文學系,D 日,M 碩士,16,5,11,0,4,1,2,1,0,3,5,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
104,1050,佛光大學,220301,外國語文學系,D 日,B 學士,209,58,151,14,35,17,35,10,38,15,38,0,0,0,0,0,0,2,5,02 宜蘭縣,1 一般
104,1050,佛光大學,220801,宗教學研究所,D 日,M 碩士,13,5,8,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
104,1050,佛光大學,220804,佛教學系,D 日,D 博士,16,6,10,2,4,4,0,0,2,0,4,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
104,1050,佛光大學,220804,佛教學系,D 日,M 碩士,86,25,61,9,19,8,17,6,14,2,11,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
104,1050,佛光大學,220804,佛教學系,D 日,B 學士,114,44,70,13,16,12,14,12,16,6,16,0,0,0,0,0,0,1,8,02 宜蘭縣,1 一般
104,1050,佛光大學,220901,歷史學系,D 日,M 碩士,26,16,10,2,3,5,4,1,0,8,3,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
104,1050,佛光大學,220901,歷史學系,D 日,B 學士,149,107,42,30,13,22,9,25,10,24,10,0,0,0,0,0,0,6,0,02 宜蘭縣,1 一般
104,1050,佛光大學,221101,哲學系,D 日,M 碩士,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,02 宜蘭縣,1 一般
104,1050,佛光大學,229908,文化資產與創意學系,D 日,M 碩士,54,23,31,8,4,6,9,1,5,8,13,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
104,1050,佛光大學,229908,文化資產與創意學系,D 日,B 學士,173,64,109,20,24,9,31,19,24,11,26,0,0,0,0,0,0,5,4,02 宜蘭縣,1 一般
104,1050,佛光大學,230312,產品與媒體設計學系,D 日,M 碩士,24,13,11,4,7,5,0,4,4,0,0,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
104,1050,佛光大學,230312,產品與媒體設計學系,D 日,B 學士,274,90,184,22,58,23,49,24,40,18,34,0,0,0,0,0,0,3,3,02 宜蘭縣,1 一般
104,1050,佛光大學,310102,應用經濟學系,D 日,M 碩士,22,17,5,13,3,2,1,2,0,0,1,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
104,1050,佛光大學,310102,應用經濟學系,D 日,B 學士,209,130,79,38,25,43,26,21,15,20,12,0,0,0,0,0,0,8,1,02 宜蘭縣,1 一般
104,1050,佛光大學,310102,應用經濟學系,N 職,M 碩士,50,26,24,9,11,13,12,1,0,3,1,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
104,1050,佛光大學,310301,社會學系,D 日,M 碩士,49,18,31,3,12,5,10,3,4,6,5,0,0,0,0,0,0,1,0,02 宜蘭縣,1 一般
104,1050,佛光大學,310301,社會學系,D 日,B 學士,202,66,136,18,33,14,36,16,34,12,26,0,0,0,0,0,0,6,7,02 宜蘭縣,1 一般
104,1050,佛光大學,310311,未來與樂活產業學系,D 日,M 碩士,126,44,82,8,30,12,34,13,11,9,7,0,0,0,0,0,0,2,0,02 宜蘭縣,1 一般
104,1050,佛光大學,310311,未來與樂活產業學系,D 日,B 學士,142,54,88,13,25,13,24,12,21,10,17,0,0,0,0,0,0,6,1,02 宜蘭縣,1 一般
104,1050,佛光大學,310501,心理學系,D 日,M 碩士,36,19,17,4,7,11,4,0,4,4,2,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
104,1050,佛光大學,310501,心理學系,D 日,B 學士,168,72,96,18,30,21,28,17,22,13,15,0,0,0,0,0,0,3,1,02 宜蘭縣,1 一般
104,1050,佛光大學,310808,公共事務學系,D 日,M 碩士,29,19,10,3,2,7,2,5,4,4,2,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
104,1050,佛光大學,310808,公共事務學系,D 日,B 學士,256,109,147,26,33,28,39,27,32,18,37,0,0,0,0,0,0,10,6,02 宜蘭縣,1 一般
104,1050,佛光大學,310808,公共事務學系,N 職,M 碩士,63,45,18,16,10,14,5,6,0,5,3,0,0,0,0,0,0,4,0,02 宜蘭縣,1 一般
104,1050,佛光大學,320102,傳播學系,D 日,M 碩士,51,29,22,21,19,2,1,1,1,5,1,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
104,1050,佛光大學,320102,傳播學系,D 日,B 學士,293,109,184,30,54,26,48,21,39,21,38,0,0,0,0,0,0,11,5,02 宜蘭縣,1 一般
104,1050,佛光大學,340306,管理學系,D 日,M 碩士,26,8,18,2,10,5,4,0,1,1,3,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
104,1050,佛光大學,340306,管理學系,D 日,B 學士,286,161,125,35,33,39,31,39,28,34,31,0,0,0,0,0,0,14,2,02 宜蘭縣,1 一般
104,1050,佛光大學,340306,管理學系,N 職,M 碩士,71,40,31,18,15,10,14,6,1,4,1,0,0,0,0,0,0,2,0,02 宜蘭縣,1 一般
104,1050,佛光大學,480503,資訊應用學系,D 日,M 碩士,27,18,9,3,1,5,2,4,3,6,3,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
104,1050,佛光大學,480503,資訊應用學系,D 日,B 學士,272,198,74,51,15,51,21,46,16,44,20,0,0,0,0,0,0,6,2,02 宜蘭縣,1 一般
104,1050,佛光大學,480503,資訊應用學系,N 職,M 碩士,27,23,4,5,1,5,3,4,0,2,0,0,0,0,0,0,0,7,0,02 宜蘭縣,1 一般
104,1050,佛光大學,810127,健康與創意素食產業學系,D 日,B 學士,131,51,80,17,32,15,27,19,21,0,0,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
